time,date_jst,path,method,status_code,request_id,user_id
2022-10-03T21:23:42Z,2022-10-04,/cart,POST,302,b1775916-0169-4f5a-a1cd-192c7ddd67a3,200001
2022-10-03T21:20:00Z,2022-10-04,/items/10001,GET,200,0c77f0ca-eaaf-43ca-af89-6c48038db238,200001
2022-10-03T21:20:10Z,2022-10-04,/cart,POST,302,0dcb1a24-2798-4f4c-8a00-22d1187121be,200001
2022-10-03T21:22:27Z,2022-10-04,/items/10002,GET,200,0c4bdb0c-3561-4eb2-8dd8-03eeb5114e06,200001
2022-10-03T21:22:38Z,2022-10-04,/cart,POST,302,76400b11-c400-46c1-95cd-a31d5f2aea6e,200001
2022-10-04T04:20:00Z,2022-10-04,/cart,GET,200,d3dee783-5309-400f-a1fb-58ed0ec2f9d0,200001
2022-10-04T04:20:01Z,2022-10-04,/checkout,POST,302,8e681f1c-2ae1-4782-b475-af72dcfbc539,200001
2022-10-04T04:20:02Z,2022-10-04,/checkout/complete,GET,200,80ae4c17-e7f4-4b27-9b2d-0b9631235b13,200001
2022-10-04T04:16:58Z,2022-10-04,/items/10003,GET,200,f8c41e81-8e5a-4070-b0bc-c165c4e7427e,200001
2022-10-04T04:17:08Z,2022-10-04,/cart,POST,302,7bb32803-64f5-42fc-9c9b-26b4fb92c718,200001
2022-10-05T19:17:46Z,2022-10-06,/cart,GET,200,dbd71607-9083-414c-83e7-289a06f59245,200001
2022-10-05T19:17:53Z,2022-10-06,/checkout,POST,302,1386ba15-a5c2-4b35-ac8c-765e4417b5bf,200001
2022-10-05T19:17:54Z,2022-10-06,/checkout/complete,GET,200,f1ce12db-af63-4bb3-bbbe-d625f0cb3bf8,200001
2022-10-05T19:16:24Z,2022-10-06,/items/10007,GET,200,eb1b3b0c-d140-4588-9442-5a5e7ba731d3,200001
2022-10-05T19:16:34Z,2022-10-06,/cart,POST,302,8436562f-f1e5-479a-b9af-06b9a17f3819,200001
2022-10-05T19:14:17Z,2022-10-06,/items/10010,GET,200,66eb405a-f7ef-4041-8b34-c6a409605086,200001
2022-10-05T19:14:35Z,2022-10-06,/cart,POST,302,60cd5c56-ea2d-4637-9b53-9fdb43f997eb,200001
2022-10-05T19:13:05Z,2022-10-06,/items/10009,GET,200,abe2d30e-b09e-4080-ba07-1a90b639d828,200001
2022-10-05T19:13:14Z,2022-10-06,/cart,POST,302,e6e1a6d7-271b-4dd9-bc48-2f591798bdf8,200001
2022-10-05T19:13:41Z,2022-10-06,/items/10001,GET,200,6ec6efaf-fdeb-4d1f-858b-185881a5013c,200001
2022-10-05T19:13:52Z,2022-10-06,/cart,POST,302,7a91575b-346e-4af2-bf68-54dd119b98a4,200001
2022-10-05T19:13:38Z,2022-10-06,/items/10008,GET,200,ebfcb2df-6f69-4726-91a4-7c830c4f211f,200001
2022-10-05T19:13:38Z,2022-10-06,/cart,POST,302,35c9dfdb-a364-4209-aea1-054f6dfe4fe9,200001
2022-10-05T19:09:28Z,2022-10-06,/items/10006,GET,200,d925c90f-4cec-4546-8f21-f4faed52e269,200001
2022-10-05T19:09:47Z,2022-10-06,/cart,POST,302,73960325-8bb4-4626-8fc9-1f26902d1671,200001
2022-10-06T01:30:11Z,2022-10-06,/cart,GET,200,9baaa964-3be0-468e-900c-b2ad59795a5d,200001
2022-10-06T01:30:15Z,2022-10-06,/checkout,POST,302,93d1f4e6-aa6f-4152-9530-0a74a9c8ca54,200001
2022-10-06T01:30:16Z,2022-10-06,/checkout/complete,GET,200,12d4cf09-1d36-4fdf-a2c6-4742ad1c0e1a,200001
2022-10-06T01:25:20Z,2022-10-06,/items/10010,GET,200,563d112a-0fa5-4115-87fb-466c1487d5c1,200001
2022-10-06T01:25:24Z,2022-10-06,/cart,POST,302,980affb6-1eb1-44d1-bf4c-1004e67cc7c0,200001
2022-10-06T23:27:38Z,2022-10-07,/cart,GET,200,eb1e538f-e4fb-4575-93fa-5c3cb62a5a2b,200001
2022-10-06T23:28:22Z,2022-10-07,/checkout,POST,302,a38ab9c4-8b04-4e45-8449-9156eef9d5c1,200001
2022-10-06T23:28:23Z,2022-10-07,/checkout/complete,GET,200,d3bb8031-9543-4024-ac90-3b52524c80f1,200001
2022-10-06T23:24:49Z,2022-10-07,/items/10008,GET,200,8c9dabd7-fb75-4b83-ae54-e24f96c53246,200001
2022-10-06T23:25:01Z,2022-10-07,/cart,POST,302,8b770f11-358e-40eb-8e96-27e6edae9ba0,200001
2022-10-07T16:17:16Z,2022-10-08,/cart,GET,200,ac018c18-9e43-46f0-b158-4c309f0c0df6,200001
2022-10-07T16:17:20Z,2022-10-08,/checkout,POST,400,a2a468de-df91-4744-b9d7-269f179d2261,200001
2022-10-07T16:17:18Z,2022-10-08,/checkout,POST,302,622a2292-317c-4d8f-91f1-8019b756a12c,200001
2022-10-07T16:17:19Z,2022-10-08,/checkout/complete,GET,200,ce99928b-a794-4b5f-a202-a6176d457db5,200001
2022-10-07T16:10:33Z,2022-10-08,/items/10006,GET,200,63e02882-98b2-4b89-a4f6-f931473c7b55,200001
2022-10-07T16:10:51Z,2022-10-08,/cart,POST,302,8127cc74-791c-4f74-8eff-ba78b7ef6675,200001
2022-10-07T16:12:44Z,2022-10-08,/items/10010,GET,200,230c018a-8056-4c77-a80e-df5418bf6b1c,200001
2022-10-07T16:12:57Z,2022-10-08,/cart,POST,302,90332b6d-ffe5-414f-a8ec-f2e8743b4164,200001
2022-10-08T11:48:01Z,2022-10-08,/cart,GET,200,fb665ca3-ee94-47fa-85ad-901010f0a7ff,200001
2022-10-08T11:48:03Z,2022-10-08,/checkout,POST,302,77408dc4-58b8-43ac-9886-20af2b317e73,200001
2022-10-08T11:48:04Z,2022-10-08,/checkout/complete,GET,200,23d9bc47-af2a-4198-a881-0420a46fc42a,200001
2022-10-08T11:41:10Z,2022-10-08,/items/10004,GET,200,83de3d38-eede-4a81-a979-0ac57d65dee5,200001
2022-10-08T11:41:10Z,2022-10-08,/cart,POST,302,a106e9fa-eb4f-435c-8dae-29891223ae53,200001
2022-10-10T09:31:35Z,2022-10-10,/cart,GET,200,676ae00a-3a0f-4302-88a5-339ebf0ae843,200001
2022-10-10T09:31:54Z,2022-10-10,/checkout,POST,302,fe0f7387-2fd9-4f9a-aecb-58a168af23f0,200001
2022-10-10T09:31:55Z,2022-10-10,/checkout/complete,GET,200,64c5c0fe-5d8a-4a55-8e0c-5079cdd6f057,200001
2022-10-10T09:24:27Z,2022-10-10,/items/10009,GET,200,c229854a-4507-4dda-9538-010fc68d4b3f,200001
2022-10-10T09:24:39Z,2022-10-10,/cart,POST,302,9b102fc8-abb4-4c0f-aabb-9838939861b2,200001
2022-10-10T09:29:07Z,2022-10-10,/items/10007,GET,200,088a4d86-fd2b-447a-9a41-307e0713615f,200001
2022-10-10T09:29:22Z,2022-10-10,/cart,POST,302,185e2e18-ff8b-4b58-874d-339c32d33081,200001
2022-10-06T03:59:26Z,2022-10-06,/ranking/daily,GET,200,2032b91d-537d-48ef-8179-e4ee0693a8c2,200002
2022-10-01T12:16:38Z,2022-10-01,/ranking,GET,200,ee7d7fb0-8653-4bcb-9318-854a4e790d84,200002
2022-10-04T04:56:30Z,2022-10-04,/items/10007,GET,200,7e383aca-8d5d-42e3-a7c2-9469e44db7c5,200002
2022-10-19T12:49:54Z,2022-10-19,/items/10005,GET,200,157d6002-fa9b-4bb0-9a9d-b7879976f457,200002
2022-10-19T20:22:30Z,2022-10-20,/items/10006,GET,200,e06def82-c82a-41a0-9941-b5a346a7c4f4,200002
2022-10-14T04:14:12Z,2022-10-14,/items/10002,GET,200,02319cd0-0613-41e6-bee7-a17d9bd7a4e7,200002
2022-10-05T17:31:16Z,2022-10-06,/items/10009,GET,200,0e01da49-4d80-428e-9757-523173b4f176,200002
2022-10-23T11:59:05Z,2022-10-23,/items/10009,GET,200,5bccd9eb-00f4-4bff-9c0e-cf88d8fa7e9d,200002
2022-10-05T15:52:53Z,2022-10-06,/items/10004,GET,200,facda179-4bce-4db5-a4e1-d703d682b8c1,200002
2022-10-04T18:56:19Z,2022-10-05,/signup,GET,200,0901cfcb-de5c-4539-9ddb-4e212d2fb4d4,200002
2022-10-04T18:58:48Z,2022-10-05,/signup,POST,302,f54830b2-8b07-4579-af5d-98974c46f405,200002
2022-10-04T19:58:29Z,2022-10-05,/signup/activate,GET,200,c18572a9-3df3-4f5c-bef2-97cf60e3fff8,200002
2022-10-04T19:58:31Z,2022-10-05,/signup/activate,POST,302,7893807a-348b-4fc8-8121-8abd1b1c23a0,200002
2022-10-01T15:55:28Z,2022-10-02,/cart,GET,200,db417f58-5189-45a0-ba4d-7674eaee2d15,200002
2022-10-01T15:55:37Z,2022-10-02,/checkout,POST,302,922906bf-39a4-4de5-86e8-24da45a095cb,200002
2022-10-01T15:55:38Z,2022-10-02,/checkout/complete,GET,200,da21fba6-28b4-45df-b75f-79753c18c4e5,200002
2022-10-01T15:47:15Z,2022-10-02,/items/10006,GET,200,b51f4cac-e763-4ac8-aed3-32cc14bb0299,200002
2022-10-01T15:47:16Z,2022-10-02,/cart,POST,302,98a7e880-01f2-4bd9-bda4-1aa78d106faa,200002
2022-10-01T15:53:24Z,2022-10-02,/items/10002,GET,200,6f4ea9c5-3302-4338-ac7f-7b115a437c4a,200002
2022-10-01T15:53:32Z,2022-10-02,/cart,POST,302,cec57fa1-34fe-4fe9-ae2f-b9db6efa867e,200002
2022-10-01T19:34:49Z,2022-10-02,/cart,GET,200,e67f8dcc-54a5-4fef-925c-2baf62b8ce8e,200002
2022-10-01T19:34:52Z,2022-10-02,/checkout,POST,302,e33bace1-4c55-4535-a90d-e37c67947b8e,200002
2022-10-01T19:34:53Z,2022-10-02,/checkout/complete,GET,200,91fa59ea-4487-4f44-9427-e8712a6642f3,200002
2022-10-01T19:26:47Z,2022-10-02,/items/10005,GET,200,cfb7230e-6f86-4a07-842f-4f1902c37431,200002
2022-10-01T19:27:03Z,2022-10-02,/cart,POST,302,a73c7b11-fa0c-4a31-9227-402deead54ca,200002
2022-10-01T19:31:42Z,2022-10-02,/items/10010,GET,200,144ad796-7bdd-496e-9907-8dc11f78330c,200002
2022-10-01T19:31:46Z,2022-10-02,/cart,POST,302,984078d0-e6d0-4da3-8dd9-b85fa2c1ee65,200002
2022-10-06T03:15:36Z,2022-10-06,/,GET,200,24f42637-9e39-4abf-9169-4723cd196a7d,200003
2022-10-24T03:40:04Z,2022-10-24,/ranking,GET,200,e8dbc7c2-383f-49bc-988f-3eeafa4aa80a,200003
2022-10-07T23:37:09Z,2022-10-08,/items/10006,GET,200,bf91ef6e-6ac0-4da4-8a72-3c2edc2722be,200003
2022-10-14T23:28:53Z,2022-10-15,/items/10002,GET,200,b40b9a94-635a-4e1e-9507-2514365e3a23,200003
2022-10-13T06:41:22Z,2022-10-13,/signup,GET,200,3c088e03-0aec-4089-8863-2c5c24901169,200003
2022-10-13T06:43:46Z,2022-10-13,/signup,POST,302,cb61ac51-d1a8-4b82-9316-03150a0ab249,200003
2022-10-13T08:42:29Z,2022-10-13,/signup/activate,GET,200,5bc18a0f-29b7-4c11-ae1d-6a28fb610aee,200003
2022-10-13T08:42:40Z,2022-10-13,/signup/activate,POST,400,3baa7350-5050-462e-bb98-f4516ddad34d,200003
2022-10-13T08:42:43Z,2022-10-13,/signup/activate,POST,302,b2f688c7-6b3b-4be9-a79b-f35af1aba533,200003
2022-10-10T23:53:35Z,2022-10-11,/cart,GET,200,20f31622-8449-45b5-bf8f-d1706cb34ab9,200003
2022-10-10T23:53:55Z,2022-10-11,/checkout,POST,302,490c07cc-36ba-4d84-b4ac-6d6194408d39,200003
2022-10-10T23:53:56Z,2022-10-11,/checkout/complete,GET,200,27023290-43da-4714-9bdf-3ed9269dc37b,200003
2022-10-10T23:48:18Z,2022-10-11,/items/10002,GET,200,bb6d9c67-065d-47cf-b5e6-85350f179981,200003
2022-10-10T23:48:28Z,2022-10-11,/cart,POST,302,3ecbbaca-90c5-4a99-8b2b-97908359463d,200003
2022-10-10T23:48:40Z,2022-10-11,/items/10007,GET,200,aa948bcc-c102-4d17-a034-0fe5ed651e6b,200003
2022-10-10T23:48:59Z,2022-10-11,/cart,POST,302,ee41fcc8-d9c0-46a2-b06e-6828acc0c8e4,200003
2022-10-10T23:52:17Z,2022-10-11,/items/10004,GET,200,ed8acc9a-f7b3-4ced-99b0-d83961da863f,200003
2022-10-10T23:52:26Z,2022-10-11,/cart,POST,302,1b28139a-22db-4469-9d76-83036e6ab3c6,200003
2022-10-10T23:46:10Z,2022-10-11,/items/10009,GET,200,6db3266e-3687-4e09-b331-f3e249d5d113,200003
2022-10-10T23:46:13Z,2022-10-11,/cart,POST,302,764a51d7-553e-4d17-a4bd-d01175865d95,200003
2022-10-10T23:47:22Z,2022-10-11,/items/10001,GET,200,0458a189-5ad8-40e2-9187-9e8e26682d6d,200003
2022-10-10T23:47:38Z,2022-10-11,/cart,POST,302,f05aadd7-6524-458a-999a-0025f10dbc83,200003
2022-10-10T23:50:28Z,2022-10-11,/items/10005,GET,200,48c05c81-f4ea-4373-b4c1-89764dc9eda1,200003
2022-10-10T23:50:38Z,2022-10-11,/cart,POST,302,20c9a6e6-f273-423f-9d69-3dbd18c496e4,200003
2022-10-12T16:34:26Z,2022-10-13,/cart,GET,200,cb93bd5e-9ce3-4b6e-8c43-bc659a3f1a51,200003
2022-10-12T16:34:28Z,2022-10-13,/checkout,POST,302,97507374-ec03-4f33-9da5-b432ffbc4c3c,200003
2022-10-12T16:34:29Z,2022-10-13,/checkout/complete,GET,200,2e6cb71b-5e00-4abd-bf27-be19a94c9cd2,200003
2022-10-12T16:32:23Z,2022-10-13,/items/10003,GET,200,4ad06ee1-92c8-493f-81d6-8c204679de5a,200003
2022-10-12T16:32:30Z,2022-10-13,/cart,POST,302,fa3f5e77-499d-4b20-bad3-7696b4c6a1ed,200003
2022-10-14T16:51:55Z,2022-10-15,/cart,GET,200,3f26aef6-dbb4-4728-8e0b-c3af4156788c,200003
2022-10-14T16:52:36Z,2022-10-15,/checkout,POST,302,be55555b-bc48-4c58-9c56-a5b66849a302,200003
2022-10-14T16:52:37Z,2022-10-15,/checkout/complete,GET,200,fe3692ff-8205-4b98-99e3-12a7394d5c2a,200003
2022-10-14T16:50:26Z,2022-10-15,/items/10010,GET,200,e8a9d0a5-3f64-466f-8d6c-5a6d0979755b,200003
2022-10-14T16:50:26Z,2022-10-15,/cart,POST,302,05abed22-a000-47a7-942b-f9bb673bc345,200003
2022-10-14T16:45:35Z,2022-10-15,/items/10009,GET,200,badd1214-27b2-43b6-8135-6e6493ca8ccb,200003
2022-10-14T16:45:35Z,2022-10-15,/cart,POST,302,836dad9c-c432-4ab9-a955-0466dd0b289e,200003
2022-10-14T16:50:22Z,2022-10-15,/items/10007,GET,200,e886fd3d-4772-411a-8964-840b74eeb82c,200003
2022-10-14T16:50:28Z,2022-10-15,/cart,POST,302,8f6339cb-a98e-4655-aff2-c22c8b08da4f,200003
2022-10-14T16:47:12Z,2022-10-15,/items/10004,GET,200,7444e8fb-6001-4ac1-acce-4a087b7034d9,200003
2022-10-14T16:47:24Z,2022-10-15,/cart,POST,302,f24b8810-1220-406c-a82b-e6a61db4c00c,200003
2022-10-14T16:48:37Z,2022-10-15,/items/10002,GET,200,59f43007-ae63-4ee9-bbb4-2f2052aa39c4,200003
2022-10-14T16:48:44Z,2022-10-15,/cart,POST,302,7f536dfd-c180-410c-863f-90c2dda2c69e,200003
2022-10-14T16:48:48Z,2022-10-15,/items/10003,GET,200,8b9a1530-0bbf-4f15-a573-fca607632121,200003
2022-10-14T16:48:52Z,2022-10-15,/cart,POST,302,51d3a8de-d89e-4110-97e4-294f81bcd570,200003
2022-10-14T16:46:49Z,2022-10-15,/items/10005,GET,200,ff932a6e-e4ed-4204-9090-b655d43e4d14,200003
2022-10-14T16:46:58Z,2022-10-15,/cart,POST,302,eda634f9-c027-49b6-8de2-a24d46bd97ad,200003
2022-10-15T08:26:17Z,2022-10-15,/cart,GET,200,34d18128-2f71-4ccb-b455-ea0afde6d2b9,200003
2022-10-15T08:26:35Z,2022-10-15,/checkout,POST,302,1e28684f-9134-4412-bc30-4fec6fbdb352,200003
2022-10-15T08:26:36Z,2022-10-15,/checkout/complete,GET,200,e3a967e4-e943-46f5-a6f8-64508ce8f436,200003
2022-10-15T08:23:26Z,2022-10-15,/items/10001,GET,200,f5d1de4f-c7ab-4836-bdd6-900540028179,200003
2022-10-15T08:23:45Z,2022-10-15,/cart,POST,302,671a9411-92bf-4589-b93c-96997a365e30,200003
2022-10-15T08:24:11Z,2022-10-15,/items/10005,GET,200,f7fcfbe7-4e44-496d-9dbb-cafc5ebbc761,200003
2022-10-15T08:24:26Z,2022-10-15,/cart,POST,302,3960cf4b-288a-496e-bd02-a3c6baaf3efe,200003
2022-10-15T08:19:48Z,2022-10-15,/items/10003,GET,200,94f90443-6ca2-4368-8777-c730fe78a5c2,200003
2022-10-15T08:19:59Z,2022-10-15,/cart,POST,302,ea216589-15de-4685-9643-26adf6f080f5,200003
2022-10-15T08:24:28Z,2022-10-15,/items/10009,GET,200,dc06bb2b-fa46-48a0-8901-b3d02e6032c8,200003
2022-10-15T08:24:43Z,2022-10-15,/cart,POST,302,489c5bdc-85ea-44c2-af19-95181ad10ea0,200003
2022-10-15T08:22:39Z,2022-10-15,/items/10010,GET,200,3cbaab85-0314-4365-a113-0c298cc16ccd,200003
2022-10-15T08:22:58Z,2022-10-15,/cart,POST,302,1447e4ae-f80d-4f61-86e9-cba0768bcb3a,200003
2022-10-16T17:25:05Z,2022-10-17,/cart,GET,200,048a8262-8af5-482b-83ce-01f2d861cd38,200003
2022-10-16T17:25:53Z,2022-10-17,/checkout,POST,302,4a704cdd-ac1f-4fe1-9750-ecc7f45d37a6,200003
2022-10-16T17:25:54Z,2022-10-17,/checkout/complete,GET,200,77020583-443a-40f7-91a6-ba8502c265df,200003
2022-10-16T17:20:33Z,2022-10-17,/items/10009,GET,200,ab07688f-bcee-4772-97c5-08fb8babccad,200003
2022-10-16T17:20:49Z,2022-10-17,/cart,POST,302,7958418d-dde3-4568-bce7-b6a34cb97ed7,200003
2022-10-16T17:18:14Z,2022-10-17,/items/10008,GET,200,0fc45ec1-d0ed-4e83-b147-0dfb1562115b,200003
2022-10-16T17:18:22Z,2022-10-17,/cart,POST,302,05a0a15c-7aad-4e44-bd40-71fb1e16ef1f,200003
2022-10-17T19:45:23Z,2022-10-18,/cart,GET,200,d0c1403c-7405-4905-8f97-400734921e12,200003
2022-10-17T19:45:52Z,2022-10-18,/checkout,POST,302,1e434c9d-54a7-4d92-8a07-fd7d9bafaa95,200003
2022-10-17T19:45:53Z,2022-10-18,/checkout/complete,GET,200,dfca6c2e-41ce-43d9-8da0-8c3e1e1ebdb0,200003
2022-10-17T19:39:42Z,2022-10-18,/items/10004,GET,200,362ad54f-0e9b-4be9-a360-9078e0c9e1b9,200003
2022-10-17T19:39:43Z,2022-10-18,/cart,POST,302,9704ceac-cb81-405c-a46c-08223baf16dd,200003
2022-10-17T19:39:33Z,2022-10-18,/items/10009,GET,200,34bba278-da62-41cc-9d75-53c633ccf789,200003
2022-10-17T19:39:48Z,2022-10-18,/cart,POST,302,cc705983-519c-448f-a143-bcd52b5b3f92,200003
2022-10-17T19:40:23Z,2022-10-18,/items/10005,GET,200,9765b24d-15fc-4c6e-ad75-8006710e03e4,200003
2022-10-17T19:40:31Z,2022-10-18,/cart,POST,302,89c98e26-e04b-468a-9861-2251040ae555,200003
2022-10-17T19:40:06Z,2022-10-18,/items/10007,GET,200,26edaa98-7482-431b-95c6-e8e197480a5a,200003
2022-10-17T19:40:16Z,2022-10-18,/cart,POST,302,7b4e6d85-734b-40bd-a2f2-5bd72b806446,200003
2022-10-17T19:36:58Z,2022-10-18,/items/10008,GET,200,82f48640-e7bf-4828-b702-0a1d48c13dea,200003
2022-10-17T19:37:05Z,2022-10-18,/cart,POST,302,eebe2549-5971-4250-aaad-edcc062bff5d,200003
2022-10-17T19:36:04Z,2022-10-18,/items/10002,GET,200,4ea51633-6153-45eb-a44b-654e074548c3,200003
2022-10-17T19:36:07Z,2022-10-18,/cart,POST,302,46b5b2e0-158d-495b-8929-d2036242472e,200003
2022-10-23T21:25:03Z,2022-10-24,/ranking/daily,GET,200,bf0c3e6c-8b73-45e0-ab18-389de6385265,200004
2022-10-01T12:20:57Z,2022-10-01,/items,GET,200,87683892-ec9c-4ccf-9fc5-157e7bd874ee,200004
2022-10-23T10:07:41Z,2022-10-23,/items,GET,200,eef88ddd-4c96-493e-94cf-972e0f1a04f1,200004
2022-10-17T15:48:38Z,2022-10-18,/,GET,200,a3fe29d3-c04a-499c-a5ef-7270d2e6d971,200004
2022-10-03T22:09:48Z,2022-10-04,/items/10004,GET,200,94ef7f77-0cc7-4b88-9355-3ad91c1a6aa6,200004
2022-10-02T02:11:42Z,2022-10-02,/items/10003,GET,200,6ba5487f-e188-4623-8da1-6807850a241b,200004
2022-10-05T00:20:02Z,2022-10-05,/items/10002,GET,200,f559dbe1-9f40-4def-b259-03865d626cf2,200004
2022-10-12T11:07:12Z,2022-10-12,/items/10001,GET,200,6f35d266-88ff-4dbb-bc52-3b9ab1899bd9,200004
2022-10-22T18:42:13Z,2022-10-23,/items/10005,GET,200,67cb1a04-1253-4ec7-b8a3-27eab91e27f5,200004
2022-10-19T08:44:36Z,2022-10-19,/signup,GET,200,a3347c64-058b-427b-bda2-941030c1ba91,200004
2022-10-19T08:48:31Z,2022-10-19,/signup,POST,302,75ee946c-3d6c-4805-b793-e413929a3572,200004
2022-10-19T11:04:28Z,2022-10-19,/signup/activate,GET,200,f6f03aeb-801b-4b31-b93f-b6dff9766050,200004
2022-10-19T11:04:29Z,2022-10-19,/signup/activate,POST,302,faf6202d-aac9-4f3d-83bb-304e5e16fedd,200004
2022-10-14T00:04:42Z,2022-10-14,/cart,GET,200,3f1ed7c9-1189-4166-a548-5fbdbe747f20,200004
2022-10-14T00:04:53Z,2022-10-14,/checkout,POST,302,0f5b3f2f-d65f-48e2-9a83-56b9cc81ea03,200004
2022-10-14T00:04:54Z,2022-10-14,/checkout/complete,GET,200,64d9ca0f-4338-45cd-86b7-8684360814fb,200004
2022-10-14T00:01:53Z,2022-10-14,/items/10005,GET,200,11abb9bf-7f41-43d5-aa92-36fbf6c1a168,200004
2022-10-14T00:01:57Z,2022-10-14,/cart,POST,302,03e77a22-0e7e-4a67-b1ad-08feddfee829,200004
2022-10-13T23:57:10Z,2022-10-14,/items/10008,GET,200,5ad6a465-daa2-4d88-a921-a1fd81ceaf22,200004
2022-10-13T23:57:13Z,2022-10-14,/cart,POST,302,04844a90-cb97-4860-aaa5-77a3a6f467d6,200004
2022-10-14T00:02:27Z,2022-10-14,/items/10010,GET,200,8aba03fe-3fb4-494f-afd3-7f5ba1776172,200004
2022-10-14T00:02:34Z,2022-10-14,/cart,POST,302,191b1489-b815-48fd-8e33-e9e97b8fb118,200004
2022-10-13T23:56:53Z,2022-10-14,/items/10003,GET,200,403ae17b-8901-43a8-89ff-f97e5894dbfd,200004
2022-10-13T23:57:02Z,2022-10-14,/cart,POST,302,988e2d07-aae8-4ef9-a223-43412b8a9c0b,200004
2022-10-13T23:55:06Z,2022-10-14,/items/10009,GET,200,1b2c00b7-5455-43e8-94dd-43353ff5ab3c,200004
2022-10-13T23:55:24Z,2022-10-14,/cart,POST,302,f7af31c9-20c9-4d7a-9b6a-cf7dd4778168,200004
2022-10-12T05:52:40Z,2022-10-12,/,GET,200,d2582b6b-1e60-4e31-abcf-b67bfc8ccdb1,200005
2022-10-14T22:49:46Z,2022-10-15,/,GET,200,02bb21aa-e478-4bc1-94dc-02c86fbdce4a,200005
2022-10-05T20:25:16Z,2022-10-06,/,GET,200,e679e272-3b3b-4bef-9b04-dc56a7c11e5c,200005
2022-10-18T15:12:42Z,2022-10-19,/items/10007,GET,200,cad5abd2-42b9-46ef-b3ff-541011b4a684,200005
2022-10-12T08:28:56Z,2022-10-12,/items/10009,GET,200,435a4bc8-ef2c-44ee-8160-e22ac06c1ff1,200005
2022-10-03T18:35:59Z,2022-10-04,/items/10005,GET,200,ec5ab8a2-733d-4c0e-a9aa-4eb4f8143d60,200005
2022-10-13T12:25:47Z,2022-10-13,/items/10003,GET,200,135886e0-3b69-48d1-a78e-0749033c50cd,200005
2022-10-03T08:24:28Z,2022-10-03,/items/10003,GET,200,2e0cd160-6780-49dd-981f-615cbe38af3b,200005
2022-10-15T08:19:49Z,2022-10-15,/items/10010,GET,200,c5c378e0-3197-4c67-960f-81ddce0d0734,200005
