order_id,item_id,quantity
5353,10008,8
5354,10005,1
5354,10006,3
5354,10007,4
5354,10008,1
5354,10010,7
5355,10004,7
5355,10010,3
5355,10006,4
5355,10009,7
5355,10003,6
5355,10001,5
5355,10007,7
5356,10003,5
5357,10005,2
5358,10007,6
5358,10005,2
5358,10009,7
5359,10008,6
5359,10009,8
5359,10003,8
5359,10001,10
5359,10004,1
5359,10010,3
5359,10005,3
5359,10006,8
5360,10007,3
5360,10009,8
5361,10002,6
5361,10004,2
5361,10009,10
5361,10007,10
5361,10008,9
5361,10010,3
5362,10008,5
5362,10009,8
5362,10002,10
5362,10003,10
5363,10004,2
5363,10001,1
5363,10006,5
5363,10008,10
5363,10003,8
5363,10005,4
5364,10006,7
5364,10009,9
5364,10003,3
5364,10008,6
5365,10007,9
5365,10002,1
5365,10003,1
5365,10005,7
5365,10009,6
5365,10010,6
5366,10010,1
5366,10008,3
5366,10005,3
5366,10009,6
5366,10007,8
5367,10008,3
5367,10006,6
5368,10008,4
5368,10004,2
5368,10002,4
5368,10009,6
5368,10001,1
5368,10006,7
5368,10010,7
5369,10006,4
5369,10005,8
5369,10004,5
5369,10002,10
5369,10001,4
5369,10007,5
5369,10009,6
5369,10010,5
5370,10001,3
5370,10009,8
5370,10002,2
5370,10008,8
5370,10005,7
5370,10010,5
5370,10007,7
5371,10003,3
5371,10006,9
5371,10010,8
5372,10003,4
5372,10006,6
5372,10002,4
5372,10010,1
5372,10005,9
5373,10005,5
5373,10004,3
5373,10002,4
5373,10006,3
5373,10003,1
5373,10007,7
5374,10004,10
5374,10006,10
5374,10005,8
5374,10010,2
5375,10002,8
5375,10003,2
5376,10002,6
5376,10006,5
5376,10001,10
5376,10009,7
5376,10003,8
5376,10007,3
5376,10010,10
5376,10008,7
5377,10006,10
5377,10003,5
5377,10001,4
5377,10002,9
5377,10010,9
5377,10007,1
5378,10004,5
5378,10001,5
5378,10002,7
5378,10007,8
5378,10009,10
5378,10003,1
5378,10008,6
5378,10005,8
5379,10007,9
5379,10010,9
5379,10003,1
5380,10001,9
5380,10004,1
5381,10001,9
5382,10010,2
5382,10003,7
5383,10003,8
5383,10004,5
5383,10010,7
5383,10002,7
5383,10006,2
5383,10008,1
5384,10007,6
5384,10006,7
5384,10009,9
5384,10002,9
5384,10001,10
5384,10005,4
5385,10009,5
5385,10003,1
5385,10001,4
5386,10003,10
5386,10002,9
5386,10001,7
5386,10008,2
5387,10004,6
5387,10002,8
5387,10005,4
5387,10008,1
5388,10003,5
5388,10010,10
5388,10008,1
5388,10006,8
5389,10009,2
5389,10008,3
5389,10007,6
5389,10006,10
5389,10001,10
5389,10005,4
5389,10010,1
5390,10005,4
5390,10010,10
5391,10009,2
5391,10006,5
5391,10008,9
5391,10005,5
5391,10003,3
5391,10007,2
5391,10001,1
5391,10002,2
5392,10001,9
5392,10003,3
5392,10006,7
5392,10009,2
5392,10010,4
5392,10002,10
5393,10007,4
5393,10005,4
5393,10009,5
5394,10003,6
5394,10004,9
5394,10008,6
5394,10009,10
5395,10003,4
5395,10008,1
5395,10002,7
5395,10009,1
5396,10004,2
5396,10007,6
5396,10010,10
5396,10001,9
5396,10009,10
5397,10001,1
5398,10008,4
5398,10009,3
5398,10006,4
5398,10003,8
5399,10003,6
5399,10001,7
5399,10007,7
5399,10005,4
5400,10006,2
5400,10001,4
5400,10009,6
5400,10005,6
5400,10010,2
5400,10003,5
5400,10002,4
5400,10008,5
5401,10006,3
5401,10005,7
5402,10010,2
5402,10006,6
5402,10002,10
5402,10001,8
5402,10007,9
