id,user_id,ordered_at,total
5379,200105,2022-10-07T19:43:13Z,1970
5380,200106,2022-10-11T18:35:51Z,1190
5381,200106,2022-10-12T10:50:11Z,891
5382,200106,2022-10-13T05:10:30Z,1451
5383,200106,2022-10-14T01:34:26Z,5782
5384,200106,2022-10-14T21:31:54Z,6965
5385,200106,2022-10-15T04:06:01Z,1070
5386,200106,2022-10-16T17:38:55Z,4636
5387,200106,2022-10-17T21:39:02Z,4189
5388,200106,2022-10-17T23:45:04Z,4476
5389,200107,2022-10-08T03:37:19Z,6110
5390,200107,2022-10-08T14:12:26Z,1626
5391,200107,2022-10-08T16:24:13Z,5505
5392,200107,2022-10-10T17:13:06Z,6065
5393,200107,2022-10-12T15:38:38Z,1531
5394,200107,2022-10-12T19:29:33Z,5949
5395,200107,2022-10-14T18:01:06Z,2379
5396,200107,2022-10-14T20:56:10Z,4069
5397,200107,2022-10-15T10:49:38Z,99
5398,200109,2022-10-14T19:06:07Z,3721
5399,200109,2022-10-15T11:54:20Z,3103
5400,200109,2022-10-17T07:41:13Z,5410
5401,200109,2022-10-17T20:09:41Z,2010
5402,200109,2022-10-18T10:41:25Z,5952
5403,200110,2022-10-02T03:29:46Z,1330
5404,200111,2022-10-18T08:46:59Z,6156
5405,200111,2022-10-18T21:07:37Z,5410
5406,200111,2022-10-20T05:34:35Z,7893
5407,200111,2022-10-21T22:58:51Z,2093
5408,200111,2022-10-22T16:52:52Z,3087
5409,200111,2022-10-23T01:09:16Z,6753
5410,200111,2022-10-24T01:20:05Z,3978
5411,200112,2022-10-03T00:55:16Z,2163
5412,200112,2022-10-03T20:55:46Z,2085
5413,200112,2022-10-05T10:20:33Z,8667
5414,200112,2022-10-06T10:34:21Z,3203
5415,200112,2022-10-07T21:46:41Z,695
5416,200113,2022-10-11T21:55:11Z,5613
5417,200113,2022-10-13T22:41:38Z,99
5418,200113,2022-10-14T22:52:03Z,6549
5419,200113,2022-10-15T11:52:00Z,2249
5420,200114,2022-10-15T04:15:41Z,7426
5421,200114,2022-10-16T10:28:47Z,2351
5422,200114,2022-10-16T12:04:56Z,3870
5423,200114,2022-10-18T10:34:02Z,4371
5424,200114,2022-10-19T23:42:51Z,6244
5425,200114,2022-10-20T19:20:38Z,6658
5426,200114,2022-10-21T01:41:20Z,9177
5427,200114,2022-10-22T02:27:46Z,4896
5428,200114,2022-10-23T06:44:09Z,7253
5429,200115,2022-10-02T06:51:23Z,6376
5430,200116,2022-10-01T08:31:27Z,3804
5431,200117,2022-10-17T15:15:30Z,200
5432,200117,2022-10-19T08:53:37Z,5982
5433,200117,2022-10-20T16:57:10Z,5430
5434,200117,2022-10-22T02:42:53Z,2980
5435,200117,2022-10-23T07:52:26Z,1741
5436,200117,2022-10-23T22:12:43Z,895
5437,200117,2022-10-25T20:01:47Z,2191
5438,200120,2022-10-14T19:32:47Z,5683
5439,200120,2022-10-16T13:03:10Z,795
5440,200120,2022-10-18T00:59:12Z,897
5441,200120,2022-10-19T14:28:45Z,1000
5442,200120,2022-10-19T22:33:52Z,700
5443,200120,2022-10-21T22:14:04Z,6333
5444,200120,2022-10-22T18:32:21Z,5127
5445,200120,2022-10-24T08:59:46Z,7065
5446,200120,2022-10-24T22:04:09Z,2479
5447,200121,2022-10-01T19:06:02Z,1195
5448,200121,2022-10-03T00:06:09Z,2307
5449,200122,2022-10-17T20:52:37Z,5308
5450,200124,2022-10-17T01:06:13Z,6191
5451,200124,2022-10-17T16:31:58Z,3575
5452,200124,2022-10-17T21:10:11Z,299
5453,200124,2022-10-18T04:18:45Z,7875
5454,200124,2022-10-18T08:28:20Z,537
5455,200124,2022-10-19T19:09:49Z,4441
5456,200124,2022-10-21T13:13:42Z,5992
5457,200124,2022-10-22T18:08:24Z,2862
5458,200125,2022-10-08T04:11:39Z,8121
5459,200125,2022-10-08T20:22:07Z,1391
5460,200125,2022-10-10T07:58:39Z,3747
5461,200127,2022-10-09T13:35:52Z,3040
5462,200127,2022-10-10T21:56:39Z,796
5463,200127,2022-10-12T19:18:51Z,2781
5464,200127,2022-10-13T15:14:19Z,6713
5465,200127,2022-10-14T00:40:03Z,4168
5466,200127,2022-10-15T23:36:02Z,2108
5467,200127,2022-10-16T17:19:18Z,5776
5468,200127,2022-10-18T04:37:08Z,7659
5469,200127,2022-10-18T17:01:00Z,693
5470,200128,2022-10-23T16:32:43Z,3662
5471,200128,2022-10-24T06:06:45Z,2578
5472,200128,2022-10-24T09:11:44Z,4901
5473,200128,2022-10-26T01:30:03Z,99
5474,200128,2022-10-26T20:09:14Z,5449
5475,200128,2022-10-27T15:53:47Z,1374
5476,200128,2022-10-28T02:55:12Z,5869
5477,200128,2022-10-28T08:44:39Z,954
5478,200128,2022-10-28T19:40:36Z,11509
5479,200129,2022-10-03T08:25:40Z,3148
5480,200129,2022-10-04T10:00:53Z,4312
5481,200129,2022-10-05T18:13:59Z,2687
5482,200129,2022-10-07T08:43:04Z,9631
5483,200129,2022-10-08T00:42:49Z,1560
5484,200129,2022-10-09T00:08:54Z,2028
5485,200130,2022-10-17T00:22:59Z,7722
5486,200130,2022-10-17T13:03:18Z,2975
5487,200131,2022-10-14T11:29:02Z,2963
5488,200131,2022-10-14T16:15:15Z,396
5489,200131,2022-10-15T05:33:11Z,4499
5490,200131,2022-10-16T13:31:10Z,8349
5491,200132,2022-10-05T14:32:00Z,396
5492,200132,2022-10-07T12:54:34Z,5393
5493,200132,2022-10-08T19:04:59Z,4168
5494,200132,2022-10-10T01:08:22Z,1170
5495,200132,2022-10-10T11:55:16Z,3083
5496,200132,2022-10-11T13:34:49Z,8573
5497,200132,2022-10-11T20:13:36Z,3526
5498,200133,2022-10-08T19:41:30Z,3574
5499,200133,2022-10-10T09:19:32Z,8671
5500,200133,2022-10-12T09:01:09Z,4323
5501,200134,2022-10-15T16:35:49Z,3982
5502,200134,2022-10-16T04:48:28Z,7879
5503,200134,2022-10-18T04:16:16Z,2766
5504,200134,2022-10-19T20:03:18Z,179
5505,200134,2022-10-21T13:21:29Z,4254
5506,200138,2022-10-08T20:04:11Z,5193
5507,200138,2022-10-10T20:49:59Z,179
5508,200138,2022-10-12T12:39:51Z,6583
5509,200138,2022-10-13T17:40:04Z,4540
5510,200138,2022-10-15T06:07:52Z,2130
5511,200138,2022-10-16T07:58:52Z,7899
5512,200138,2022-10-18T04:15:47Z,5639
5513,200138,2022-10-18T12:59:37Z,3758
5514,200140,2022-10-15T09:45:54Z,1970
5515,200140,2022-10-16T02:14:19Z,2171
5516,200140,2022-10-17T10:04:21Z,2649
5517,200140,2022-10-17T19:04:26Z,3621
5518,200140,2022-10-19T05:42:35Z,5781
5519,200140,2022-10-19T22:24:16Z,8244
5520,200140,2022-10-20T02:48:13Z,4516
5521,200140,2022-10-20T12:12:00Z,6568
5522,200140,2022-10-22T01:35:23Z,4555
5523,200141,2022-10-16T07:25:21Z,6896
5524,200141,2022-10-17T06:29:20Z,2553
5525,200142,2022-10-13T23:39:20Z,693
5526,200142,2022-10-14T05:47:30Z,1354
5527,200143,2022-10-08T19:36:54Z,1253
5528,200143,2022-10-10T06:57:30Z,2184
5529,200143,2022-10-11T00:21:53Z,897
5530,200143,2022-10-11T21:14:07Z,1194
5531,200143,2022-10-13T06:20:26Z,9161
5532,200144,2022-10-13T18:17:47Z,2925
5533,200144,2022-10-14T16:11:55Z,7344
5534,200144,2022-10-16T09:05:42Z,1394
5535,200144,2022-10-16T14:57:59Z,1985
5536,200144,2022-10-18T07:00:55Z,2256
5537,200144,2022-10-19T19:16:36Z,2392
5538,200144,2022-10-20T17:20:18Z,1349
5539,200145,2022-10-09T02:10:49Z,2943
5540,200145,2022-10-10T08:56:09Z,6035
5541,200145,2022-10-10T18:58:49Z,8432
5542,200145,2022-10-11T11:49:17Z,597
5543,200145,2022-10-12T16:33:53Z,99
5544,200149,2022-10-07T14:55:20Z,9175
5545,200149,2022-10-09T02:43:24Z,8571
5546,200149,2022-10-10T19:21:48Z,1296
5547,200149,2022-10-11T15:43:23Z,6570
5548,200149,2022-10-12T06:48:58Z,4208
5549,200149,2022-10-14T02:40:55Z,3364
5550,200149,2022-10-14T04:10:23Z,299
5551,200149,2022-10-15T14:34:51Z,795
5552,200150,2022-10-02T14:28:35Z,2489
5553,200150,2022-10-02T22:45:19Z,2044
5554,200150,2022-10-03T17:03:03Z,4731
5555,200150,2022-10-05T02:23:21Z,2978
5556,200150,2022-10-05T23:10:06Z,2935
5557,200151,2022-10-11T12:27:21Z,585
5558,200151,2022-10-13T07:55:37Z,3835
5559,200151,2022-10-13T17:13:11Z,2298
5560,200151,2022-10-14T12:12:42Z,3565
5561,200151,2022-10-16T01:50:51Z,2494
5562,200151,2022-10-17T05:05:34Z,5085
5563,200151,2022-10-19T00:02:52Z,594
5564,200153,2022-10-04T05:25:27Z,2764
5565,200153,2022-10-05T21:18:54Z,6823
5566,200153,2022-10-07T08:44:41Z,7147
5567,200153,2022-10-08T22:29:09Z,3188
5568,200153,2022-10-10T23:21:14Z,8923
5569,200154,2022-10-18T17:41:32Z,5575
5570,200155,2022-10-02T18:09:13Z,1470
5571,200155,2022-10-02T19:46:37Z,3636
5572,200155,2022-10-02T22:34:31Z,4757
5573,200155,2022-10-04T13:31:50Z,7698
5574,200155,2022-10-05T17:16:19Z,3678
5575,200155,2022-10-06T17:59:57Z,5773
5576,200156,2022-10-09T04:13:53Z,2186
5577,200156,2022-10-09T19:32:46Z,5337
5578,200156,2022-10-10T22:53:58Z,4562
5579,200156,2022-10-11T03:40:34Z,2691
5580,200156,2022-10-12T01:44:09Z,2969
5581,200157,2022-10-19T11:40:15Z,199
5582,200157,2022-10-19T14:52:59Z,2343
5583,200157,2022-10-21T06:00:07Z,3479
5584,200157,2022-10-23T06:57:03Z,3619
5585,200158,2022-10-09T13:53:19Z,2542
